GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS
URN:CornellLabOfOrnithology:EBIRD:OBS1099327642	2021-03-24 17:11:12.354309	20373	species	Blue Jay	Cyanocitta cristata			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-20	15:45:00	obsr940190	S83770779	Stationary	P21	EBIRD	55			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097425578	2021-03-18 09:51:42.654679	27462	species	American Robin	Turdus migratorius			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-18	08:40:00	obsr665305	S83609830	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 65 degrees mostly cloudy.	
URN:CornellLabOfOrnithology:EBIRD:OBS1100295677	2021-03-24 17:08:49.077559	21127	species	Carolina Chickadee	Poecile carolinensis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3221 Warrenton Road, Montgomery, Alabama, US (32.347, -86.267)	L13811399	P	32.3466126	-86.2672110	2021-03-21	07:18:00	obsr714567	S83852792	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087862862	2021-03-05 09:25:49.394436	31098	species	Purple Finch	Haemorhous purpureus			6					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			167–223 Tanglewood Trail, Montgomery US-AL 32.17434, -86.31623	L13910990	P	32.1743390	-86.3162290	2021-03-04	07:55:00	obsr743214	S82792578	Stationary	P21	EBIRD	90			1	1		0	1	0			Smaller group than seen previous day. Make color raspberry without streaking. Females with heavy streaking and wide, light brown markings above and below eye
URN:CornellLabOfOrnithology:EBIRD:OBS1091076631	2021-03-09 10:39:39.615263	33194	species	Northern Cardinal	Cardinalis cardinalis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-09	09:34:00	obsr665305	S83072635	Stationary	P21	EBIRD	6			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1104102610	2021-04-02 13:26:40.311334	33194	species	Northern Cardinal	Cardinalis cardinalis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-25	12:40:00	obsr940190	S84156561	Stationary	P21	EBIRD	60			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1103648366	2021-03-26 09:50:26.886432	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-26	08:38:00	obsr665305	S84117698	Stationary	P21	EBIRD	12			1	1		0	1	0		Sun porch. 65 degrees overcast.	
URN:CornellLabOfOrnithology:EBIRD:OBS1100292042	2021-03-21 19:33:50.221684	32055	species	Swamp Sparrow	Melospiza georgiana			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-21	17:03:00	obsr186678	S83851944	Traveling	P22	EBIRD	88	6.402		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089463311	2021-03-07 19:11:56.537335	7829	species	Cooper's Hawk	Accipiter cooperii			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2021-03-07	07:52:00	obsr374184	S82930871	Traveling	P22	EBIRD	51	1.127		2	1	G6381640	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1093578178	2021-03-16 12:26:19.748248	26287	species	Carolina Wren	Thryothorus ludovicianus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-12	09:58:00	obsr665305	S83286320	Stationary	P21	EBIRD	16			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089413583	2021-03-25 12:14:45.195882	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The National Memorial For Peace And Justice	L13946863	H	32.3718558	-86.3137808	2021-03-07	07:09:00	obsr374184	S82925916	Traveling	P22	EBIRD	26	0.531		2	1	G6381641	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089463330	2021-03-07 19:11:56.537335	27022	species	Northern Mockingbird	Mimus polyglottos			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2021-03-07	07:52:00	obsr374184	S82930871	Traveling	P22	EBIRD	51	1.127		2	1	G6381640	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086952538	2021-03-03 21:23:28.321746	26739	species	European Starling	Sturnus vulgaris			12					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2021-03-03	15:30:00	obsr658500	S82713717	Traveling	P22	EBIRD	30	0.483		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088679062	2021-03-06 11:18:31.431065	28730	species	Cedar Waxwing	Bombycilla cedrorum			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			I-65 N, Hope Hull US-AL 32.22305, -86.39327	L13934194	P	32.2230530	-86.3932730	2021-03-06	10:05:00	obsr513580	S82861244	Traveling	P22	EBIRD	12	26.811		2	0	G6373349	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1098092769	2021-03-19 13:16:46.878375	2316	species	White-winged Dove	Zenaida asiatica			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-19	09:38:00	obsr665305	S83665612	Stationary	P21	EBIRD	10			1	1		0	1	1		Sun porch. 50 degrees overcast.	Continuing in neighborhood.
URN:CornellLabOfOrnithology:EBIRD:OBS1100295670	2021-03-24 17:08:49.077559	30329	species	House Sparrow	Passer domesticus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			3221 Warrenton Road, Montgomery, Alabama, US (32.347, -86.267)	L13811399	P	32.3466126	-86.2672110	2021-03-21	07:18:00	obsr714567	S83852792	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096880146	2021-03-17 16:33:05.814477	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr221235	S83565217	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086737350	2021-03-09 14:48:07.746514	28730	species	Cedar Waxwing	Bombycilla cedrorum			10					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-03	13:35:00	obsr940190	S82694748	Stationary	P21	EBIRD	25			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1104863506	2021-03-27 16:24:35.426685	7334	species	Black Vulture	Coragyps atratus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-27	13:07:00	obsr186678	S84214754	Traveling	P22	EBIRD	134	4.000		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1094199234	2021-03-13 17:50:23.679637	31382	species	American Goldfinch	Spinus tristis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-13	16:40:00	obsr665305	S83343213	Stationary	P21	EBIRD	10			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097026236	2021-03-17 16:33:05.814477	1968	species	Eurasian Collared-Dove	Streptopelia decaocto			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-17	11:04:00	obsr2106491	S83578154	Traveling	P22	EBIRD	47	1.093		2	1	G6421165	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1107590149	2021-03-30 20:30:04.486426	23153	species	Barn Swallow	Hirundo rustica			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			7665 Eastchase Pkwy, Montgomery US-AL 32.36156, -86.15621	L14222597	P	32.3615640	-86.1562110	2021-03-30	18:49:00	obsr603571	S84431867	Incidental	P20	EBIRD				2	0	G6476479	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1090504263	2021-03-08 13:18:11.744931	23161	issf	Barn Swallow	Hirundo rustica	Barn Swallow (American)	Hirundo rustica erythrogaster	2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr183378	S82982417	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096170794	2021-03-20 21:48:09.640947	10567	species	Red-headed Woodpecker	Melanerpes erythrocephalus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Oak Park	L2612975	H	32.3692002	-86.2869912	2021-03-16	09:56:00	obsr1051804	S83508237	Traveling	P22	EBIRD	63	1.754		3	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1099019691	2021-03-24 17:12:17.856696	32858	species	Yellow-rumped Warbler	Setophaga coronata			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-19	08:35:00	obsr940190	S83741702	Stationary	P21	EBIRD	45			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096126651	2021-03-16 12:24:50.470152	2316	species	White-winged Dove	Zenaida asiatica			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-16	09:10:00	obsr665305	S83504466	Stationary	P21	EBIRD	12			1	1		0	1	1			Continuing in neighborhood.
URN:CornellLabOfOrnithology:EBIRD:OBS1086029483	2021-03-07 07:21:04.689124	31084	species	House Finch	Haemorhous mexicanus			10					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-02	09:05:00	obsr325012	S82634137	Traveling	P22	EBIRD	101	4.828		1	1		0	1	0		Rain breeze 47	
URN:CornellLabOfOrnithology:EBIRD:OBS1105057740	2021-03-27 19:50:42.832661	26739	species	European Starling	Sturnus vulgaris			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			7891 Vaughn Rd, Montgomery US-AL 32.33906, -86.18017	L14184625	P	32.3390610	-86.1801660	2021-03-27	18:35:00	obsr856490	S84231361	Traveling	P22	EBIRD	10	7.843		2	1	G6462835	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100292033	2021-03-21 19:33:50.197877	471	species	Mallard	Anas platyrhynchos			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-21	17:03:00	obsr186678	S83851944	Traveling	P22	EBIRD	88	6.402		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1107060726	2021-03-30 08:57:49.761348	31084	species	House Finch	Haemorhous mexicanus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-30	07:48:00	obsr665305	S84388166	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 54 degrees sunny.	
URN:CornellLabOfOrnithology:EBIRD:OBS1099675940	2021-03-24 17:08:17.553806	31733	species	Chipping Sparrow	Spizella passerina			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-21	08:30:00	obsr940190	S83799141	Stationary	P21	EBIRD	35			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086867399	2021-03-03 18:43:27.086663	32301	species	Eastern Meadowlark	Sturnella magna			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Rudder Rd., Hope Hull	L982093	H	32.2531502	-86.3512194	2021-03-03	17:14:00	obsr665305	S82707060	Traveling	P22	EBIRD	12	0.442		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089413579	2021-03-25 12:14:45.195882	297	species	Canada Goose	Branta canadensis			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The National Memorial For Peace And Justice	L13946863	H	32.3718558	-86.3137808	2021-03-07	07:09:00	obsr374184	S82925916	Traveling	P22	EBIRD	26	0.531		2	1	G6381641	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1109572784	2021-04-02 11:10:36.094434	7227	species	Black-crowned Night-Heron	Nycticorax nycticorax			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Blount Cultural Park, Montgomery US-AL 32.34363, -86.20575	L12762574	P	32.3436270	-86.2057490	2021-03-26	12:00:00	obsr1060942	S84596912	Traveling	P22	EBIRD	60	3.219		2	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1105042366	2021-03-27 19:50:42.832661	27022	species	Northern Mockingbird	Mimus polyglottos			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			7891 Vaughn Rd, Montgomery US-AL 32.33906, -86.18017	L14184625	P	32.3390610	-86.1801660	2021-03-27	18:35:00	obsr53964	S84231360	Traveling	P22	EBIRD	10	7.843		2	1	G6462835	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100292045	2021-03-21 19:33:50.226981	9697	species	Belted Kingfisher	Megaceryle alcyon			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-21	17:03:00	obsr186678	S83851944	Traveling	P22	EBIRD	88	6.402		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1097613725	2021-03-19 13:16:46.878375	33194	species	Northern Cardinal	Cardinalis cardinalis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-18	12:50:00	obsr940190	S83626744	Stationary	P21	EBIRD	60			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1085281764	2021-03-01 11:04:11.299508	31084	species	House Finch	Haemorhous mexicanus			14					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L12597551	P	32.3251920	-86.1527620	2021-03-01	09:44:00	obsr851458	S82571329	Stationary	P21	EBIRD	19			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1092689577	2021-03-11 17:57:46.598494	297	species	Canada Goose	Branta canadensis			8					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2021-03-11	12:00:00	obsr1230280	S83213008	Stationary	P21	EBIRD	120			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1107603363	2021-04-02 13:20:05.630947	26287	species	Carolina Wren	Thryothorus ludovicianus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-29	15:10:00	obsr940190	S84432964	Stationary	P21	EBIRD	30			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1099675942	2021-03-24 17:08:17.553806	31943	species	White-throated Sparrow	Zonotrichia albicollis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-21	08:30:00	obsr940190	S83799141	Stationary	P21	EBIRD	35			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1096502829	2021-03-17 11:55:51.450343	10620	species	Red-bellied Woodpecker	Melanerpes carolinus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-16	10:20:00	obsr940190	S83537927	Stationary	P21	EBIRD	25			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1098426694	2021-03-19 19:10:23.381702	1813	domestic	Rock Pigeon	Columba livia	Rock Pigeon (Feral Pigeon)	Columba livia (Feral Pigeon)	45					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Interstate 65, Montgomery, Alabama, US (32.271, -86.352)	L14084584	P	32.2706853	-86.3521458	2021-03-19	18:05:00	obsr1527480	S83695915	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1107585324	2021-04-02 13:20:05.630947	33194	species	Northern Cardinal	Cardinalis cardinalis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-29	15:10:00	obsr940190	S84432964	Stationary	P21	EBIRD	30			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1088869968	2021-03-09 14:39:13.444284	27031	species	Eastern Bluebird	Sialia sialis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-06	13:15:00	obsr940190	S82882802	Stationary	P21	EBIRD	40			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1103606690	2021-04-02 13:29:33.334928	471	species	Mallard	Anas platyrhynchos			9					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			The Waters--Lake Cameron	L2521696	H	32.3502880	-86.0243332	2021-03-26	07:14:00	obsr790796	S84113759	Traveling	P22	EBIRD	14	2.306		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086029464	2021-03-07 07:21:04.689124	26739	species	European Starling	Sturnus vulgaris			50					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-02	09:05:00	obsr325012	S82634137	Traveling	P22	EBIRD	101	4.828		1	1		0	1	0		Rain breeze 47	
URN:CornellLabOfOrnithology:EBIRD:OBS1087476409	2021-03-04 17:12:31.95514	27462	species	American Robin	Turdus migratorius			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Blount Cultural Park, Montgomery US-AL 32.35102, -86.21331	L13916573	P	32.3510170	-86.2133150	2021-03-04	13:59:00	obsr2136343	S82757507	Traveling	P22	EBIRD	130	15.086		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1109191305	2021-04-01 20:23:53.588547	27031	species	Eastern Bluebird	Sialia sialis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			7712–7820 Troy Hwy, Pike Road US-AL 32.24925, -86.14325	L14073252	P	32.2492480	-86.1432530	2021-03-18	15:03:00	obsr534493	S83629912	Traveling	P22	EBIRD	5	8.047		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1099148237	2021-03-20 16:17:49.914317	2339	species	Mourning Dove	Zenaida macroura			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			172–226 Union Academy Rd, Ramer US-AL (32.1048,-86.2794)	L7317264	P	32.1048440	-86.2794030	2021-03-20	15:08:00	obsr665305	S83752999	Traveling	P22	EBIRD	8	0.620		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1092689588	2021-03-11 17:57:46.598494	20638	species	American Crow	Corvus brachyrhynchos			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2021-03-11	12:00:00	obsr1230280	S83213008	Stationary	P21	EBIRD	120			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1092689587	2021-03-11 17:57:46.598494	10567	species	Red-headed Woodpecker	Melanerpes erythrocephalus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Auburn University at Montgomery (AUM) trail	L10515992	H	32.3698190	-86.1800170	2021-03-11	12:00:00	obsr1230280	S83213008	Stationary	P21	EBIRD	120			2	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1102926708	2021-04-02 13:26:40.311334	31361	species	Pine Siskin	Spinus pinus			11					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-25	09:16:00	obsr665305	S84060076	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 68 degrees mostly cloudy.	
URN:CornellLabOfOrnithology:EBIRD:OBS1087168529	2021-03-04 08:53:17.002678	7334	species	Black Vulture	Coragyps atratus			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			167–223 Tanglewood Trail, Montgomery US-AL 32.17434, -86.31623	L13910990	P	32.1743390	-86.3162290	2021-03-03	09:53:00	obsr743214	S82728269	Traveling	P22	EBIRD	120	0.805		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1087463663	2021-03-09 14:41:35.844978	28730	species	Cedar Waxwing	Bombycilla cedrorum			9					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home Area	L6052570	P	32.3776781	-86.2292218	2021-03-04	14:30:00	obsr940190	S82756204	Stationary	P21	EBIRD	75			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1107093744	2021-04-02 13:20:05.630947	27462	species	American Robin	Turdus migratorius			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-30	08:22:00	obsr665305	S84390251	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch.	
URN:CornellLabOfOrnithology:EBIRD:OBS1091732864	2021-03-10 10:13:41.742604	27462	species	American Robin	Turdus migratorius			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18357	L12825515	P	32.3404950	-86.1835670	2021-03-10	09:10:00	obsr698531	S83127987	Stationary	P21	EBIRD	5			1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1100211359	2021-03-21 18:33:07.008568	21225	species	Tufted Titmouse	Baeolophus bicolor			1	S 	C2	S 		United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Waugh Park	L2063613	H	32.3561700	-86.0475000	2021-03-21	16:41:00	obsr35725	S83844992	Traveling	P22	EBIRD	27	0.960		1	1		0	1	0		Weather partly sunny and pleasant; temp 72 F. Walked paved quarter-mile loop noting all birds detected.	
URN:CornellLabOfOrnithology:EBIRD:OBS1087151219	2021-03-04 08:37:04.813516	31382	species	American Goldfinch	Spinus tristis			4					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34049, -86.18353	L13517087	P	32.3404930	-86.1835340	2021-03-04	07:33:00	obsr698531	S82727440	Stationary	P21	EBIRD	5			1	1		0	1	0			1 male 3 female
URN:CornellLabOfOrnithology:EBIRD:OBS1100092927	2021-03-21 16:10:31.825309	28730	species	Cedar Waxwing	Bombycilla cedrorum			5					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			1642 Meadow Oak Ct, Montgomery US-AL 32.34048, -86.18347	L14112282	P	32.3404790	-86.1834700	2021-03-21	15:10:00	obsr698531	S83834218	Incidental	P20	EBIRD				1	0		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1089588688	2021-03-08 12:45:11.360109	8011	species	Red-tailed Hawk	Buteo jamaicensis			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Hyundai	L13950137	P	32.2797222	-86.3424903	2021-03-07	10:02:00	obsr374184	S82942942	Traveling	P22	EBIRD	42	0.338		2	1	G6381638	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1091001564	2021-03-09 08:53:19.39553	31084	species	House Finch	Haemorhous mexicanus			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-09	07:42:00	obsr665305	S83066431	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 45 degrees sunny.	
URN:CornellLabOfOrnithology:EBIRD:OBS1104435959	2021-04-02 13:22:19.423058	33194	species	Northern Cardinal	Cardinalis cardinalis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-27	08:40:00	obsr665305	S84178403	Stationary	P21	EBIRD	10			1	1		0	1	0		Sun porch. 73 degrees overcast.	
URN:CornellLabOfOrnithology:EBIRD:OBS1091741140	2021-03-16 12:27:05.891918	33194	species	Northern Cardinal	Cardinalis cardinalis			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-10	09:14:00	obsr665305	S83128856	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch.	
URN:CornellLabOfOrnithology:EBIRD:OBS1086952527	2021-03-03 21:23:28.321746	23074	species	Tree Swallow	Tachycineta bicolor			3					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Mason mill	L13800298	P	32.3351544	-86.0373657	2021-03-03	15:30:00	obsr658500	S82713717	Traveling	P22	EBIRD	30	0.483		1	1		0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1086029474	2021-03-07 07:21:04.689124	27462	species	American Robin	Turdus migratorius			25					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			2140 Halcyon Downs Loop, Montgomery US-AL (32.3458,-86.1725)	L10381474	P	32.3458220	-86.1724960	2021-03-02	09:05:00	obsr325012	S82634137	Traveling	P22	EBIRD	101	4.828		1	1		0	1	0		Rain breeze 47	
URN:CornellLabOfOrnithology:EBIRD:OBS1089535892	2021-03-08 13:00:52.129293	23074	species	Tree Swallow	Tachycineta bicolor			1					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			East McLean Rd., Hope Hull	L1070027	H	32.2373067	-86.3624096	2021-03-07	08:49:00	obsr374184	S82938371	Traveling	P22	EBIRD	57	2.527		2	1	G6381639	0	1	0			
URN:CornellLabOfOrnithology:EBIRD:OBS1091001562	2021-03-09 08:53:19.392347	27031	species	Eastern Bluebird	Sialia sialis			2					United States	US	Alabama	US-AL	Montgomery	US-AL-101		27			Home	L5282730	P	32.3804326	-86.2308741	2021-03-09	07:42:00	obsr665305	S83066431	Stationary	P21	EBIRD	11			1	1		0	1	0		Sun porch. 45 degrees sunny.	Checking out bird houses.
